fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.156578783606905,0.18731326980386911,0.41397204088854916,2.1707555986096794,0.04505654738167413,16.07292912229113,103.3241141348569,0.9949447178352169,3.0760866667452795,0.6604864025557836,9.973572756912965,4
6.925017957853564,0.3202448324996747,0.15643711358212098,1.3955645111476687,0.051714834783405904,14.645702210092438,93.51724856050313,0.9938278961699857,3.2021396568912266,0.3759057644029574,9.531384114047327,4
7.407010737305513,0.2680911762662257,0.3122796024840221,2.185129082701825,0.012172532913373033,13.725979668095121,140.7464971271921,0.9910791287389644,3.034903700667117,0.6534407758035551,11.905385154019049,4
8.16569137787503,0.695305884268973,0.31455271340039587,1.9426257439852836,0.04780087850377748,16.10015166055114,138.2765585058284,0.995201192664424,3.228882898385894,0.7070524941109629,10.811083744132418,4
7.988985691452508,0.27725525794183575,0.3150451199989356,3.4384055272447056,0.03745122361070232,8.16901963053002,76.23834275981504,0.9919393941327052,3.0352197884047603,0.3039082164653239,11.707178339639709,4
6.710089163447539,0.541692879357072,0.27055844701368903,6.580517431654415,0.04910038962654171,8.845367247108875,176.35251882180748,0.9948848399045624,3.158056082821339,0.37988695173087683,9.510840161448659,4
7.274392086553699,0.36668330749032246,0.5400353787485248,13.317808253780115,0.05397122947121959,63.71922013749218,193.17088173028762,0.9983807951737534,3.0598674515105184,0.4860611255898634,8.694784993013453,4
6.800850564916061,0.6466583859439523,0.07815568085826091,9.29500657864756,0.06182889340114271,27.888370738935954,140.60487660890792,0.997336598748578,3.367784368662838,0.45814211505996677,8.884272946036956,4
5.962304847497317,0.35566828952246576,0.45970794946114957,0.9185218293848741,0.03324202860526837,8.559529881050029,67.81868067476802,0.9894851784931752,3.2295546237694737,0.3496917329955355,12.050273897091182,4
5.249857434729689,0.29779846697608336,0.19715473706380174,0.7452370970255775,0.07709458740169434,47.53183069931009,165.7779243819282,0.9939917892506667,3.310085637522721,0.5323956362223666,8.651944233873852,4
6.280520811867143,0.37921336797468363,0.18679334392210484,8.506780881985138,0.08215979121195657,50.11605829453702,214.36678289777498,0.997677975802049,3.459763932190438,0.6682807240636375,9.382069721692003,4
5.983455443086621,0.6587539855599401,0.0745897399064219,1.3625286355943507,0.06025869081467866,8.694292698080181,104.34979395406606,0.9931198699859726,3.0952303847660994,0.3546126825360303,8.77921590602195,4
6.265144704978066,0.2796147204534591,0.2172073466783268,9.505972384983421,0.04028553388645031,29.49870390372155,111.69602941528383,0.9934186574167811,3.039585427538745,0.3064237219881142,10.825248703398968,4
6.054226987608021,0.3301696715305982,0.18724624900236791,2.541828156296052,0.03518040686074291,5.046832638645796,86.28541598160855,0.9911806777867631,3.283647264343233,0.39989143183899595,11.531522793042996,4
6.166808955981933,0.25883608437609956,0.24157154695115726,1.5641661638424158,0.039439985455181785,139.10545594075808,271.70266095824314,0.994515214815906,3.527975322403232,0.5336088271406921,9.649365031831804,4
8.759594408756307,0.35928599912616227,0.4903547717859862,1.0636750580761767,0.034817613382701534,12.182500476117575,54.83798770174631,0.9919640935213772,2.9541636253938566,0.3311846858122755,10.439501741415826,4
7.248607343047431,0.28367878987555817,0.41888564557382535,1.049461401539417,0.03432855364628539,28.507620607161503,141.66815537331658,0.9920538381502712,3.1739981450865984,0.440670302127257,10.656851046026668,4
9.744435025004556,0.365537220797728,0.45846921773412286,10.416585876991086,0.03628537604380477,2.792895200442789,84.60109144969488,0.9954691611063348,2.8925204152525943,0.2986453146977164,10.131658156894689,4
7.344532825032141,0.35990966818802395,0.5325309679613383,13.3593296971256,0.05302545969145953,62.86762818442579,190.38954158051033,0.9986382207074825,3.042516782289203,0.4967488138144803,8.552599625754553,4
8.011189736234398,0.6666421999393914,0.7097533318713047,17.560866564956267,0.04011813045866697,62.37227856312627,234.51057352372098,0.9998020618391136,2.9239217527731833,0.6724244107657379,9.307112249421463,4
6.129920857806447,0.38005757478318014,0.14226978199622792,3.658800042849142,0.06048474548473592,27.96112959344777,113.68654076536886,0.9933299578085276,3.078950531161196,0.3332976150519555,9.134120738219782,4
8.044140718217925,0.555899049130072,0.16882401388277468,8.205421292764086,0.039510368579015964,12.626761457415093,59.43761324525891,0.9953288715792136,3.0890666174293315,0.30956129960533946,9.564161900342006,4
5.7855537928224,0.2841607548048568,0.35537190438344973,2.230151639536229,0.053792339148937114,36.091447647562646,113.52975807483675,0.9923745062198852,3.2782199851202773,0.4975481572235368,10.17723574538324,4
6.363811268897213,0.3820311203107117,0.16455174764324698,9.219102689026924,0.07887306021600379,48.55252992710349,212.13339857052588,0.9981466156816107,3.484350416452027,0.6533734035515139,9.413743875828832,4
5.972828707137343,0.607031573917116,0.03327805524861238,0.7749423985526607,0.032613926342236844,7.259568252088791,53.57673558573309,0.9903127153746263,3.1346215048835804,0.3997291093120236,10.937166842111385,4
7.952507961080465,0.6656546314379163,0.7247520043941276,17.58280947083165,0.042669790005379286,62.17824587817918,233.75045100679034,0.999848663718366,2.9187447433812177,0.6871745092740623,9.423088141633666,4
4.816193662049095,0.6519556624136703,0.11819184811315384,1.1631494438246595,0.013244655194982679,2.8305666786110244,9.0,0.9926423678247077,3.3225079272751077,0.35566612676249354,13.483594291577424,4
6.8062651367984675,0.6336336156304279,0.04523906296022918,1.2216534311442224,0.05803566308195323,26.064450157846757,132.06129985481667,0.9928588579782422,3.1703670458115467,0.3897632739138505,10.227152852088805,4
5.206196302829335,0.4066215900612086,0.15020486076072548,1.2749994868680425,0.038158483680117386,10.450486408459097,41.53177068736617,0.9915019130824025,3.517936826017878,0.389473659226934,11.570919096988591,4
9.24400705973928,0.28251316048553027,0.5014947669219751,11.911761395856288,0.04094802653163714,28.221606623455145,132.9247598851167,0.9983277960107682,3.100676076380672,0.33733880114748976,10.130687605946369,4
6.904603500456375,0.7567267929733005,0.13462687800821127,6.413749334670615,0.034757917728317544,17.724596468935133,47.49390420079766,0.9931286393106374,3.1018883412835114,0.25566024406108917,11.06792927095979,4
5.213568600496381,0.4025489364811166,0.15250860054969997,1.9562375225052877,0.03862824667983544,9.381043946961567,44.258939064321225,0.9910819447985184,3.52611984679783,0.3955479629626922,11.595112052166332,4
8.758929236920668,0.302418558553134,0.5948973927471726,1.8804680545739698,0.04557411182603418,9.22613418616813,72.74722969328886,0.9936543151642782,3.059433842393396,0.5527804856467394,10.783467233790724,4
7.611558750056229,0.2559792193168634,0.3583292357287313,1.7845673700212554,0.03252372926004376,4.952772222628197,108.14733879401022,0.9930832169669426,3.143453685086745,0.3955946716367432,10.401596658661312,4
7.32142266290908,0.2829825056617777,0.4099415779880817,1.3744687824722193,0.03479160220279237,27.78943828084072,139.5087341102289,0.9922591461808387,3.1644609773463954,0.4265393642759727,10.716982142429206,4
6.638552025310103,0.5412996204397964,0.2722097116553705,6.932194828049603,0.048471920986193705,7.801740474607817,176.27990500174286,0.9948676738914876,3.1672000593443963,0.38434062310318223,9.369883233512496,4
7.761199134372131,0.22673672159551075,0.2718870005024001,14.99420880755717,0.06630681417173194,32.63011116445668,163.97577209957484,0.9986370740041199,3.017926953903503,0.44215566986544913,9.192720769867533,4
6.131048142765356,0.2554844162498858,0.22597721447138203,1.4560443773317144,0.03862540887542791,137.88811300594207,266.432879889894,0.9944048528519979,3.5482096376614245,0.5332520933430476,9.611348418367495,4
6.276623854910567,0.37705871824195214,0.17287224830983886,8.967233859027766,0.08004501693968137,50.38282273416595,211.63849012104663,0.9980087014305172,3.4697591586012164,0.6601613846523213,9.430894708208076,4
6.175313252651421,0.5280450342471686,0.010601101906057932,1.2455722745273814,0.03570941368726289,5.717977096991849,82.73218176763757,0.992316528919655,3.2295543571252265,0.34648157944780883,9.495369917208473,4
6.991367689284945,0.30183500977337996,0.28985732242124534,1.478423093413308,0.052967209270768825,24.52689914413302,188.4557319266174,0.9936753595883222,3.2913788819873875,0.5355932413320067,9.846019452863082,4
5.773968229156601,0.2613881198093087,0.3004864746792433,2.5594210404570368,0.036401003932176955,74.32323522355352,126.26601286162008,0.9904951542158297,3.19393282778284,0.382453953183085,11.505261067650125,4
7.419152374742923,0.2600675661150794,0.314572465829509,2.807569926293012,0.014486138315988483,15.241793447353658,141.17747730126408,0.9910089969701134,3.0268252191624883,0.6590194031428962,12.040792988765187,4
7.075608049600196,0.27191611404466737,0.2812866815574448,1.1421554538504353,0.023901958159101108,3.1033731146342878,88.29085724633896,0.9898675753857406,2.9385524615837486,0.2946602557415386,11.318873849977429,4
7.854919086589918,0.2784312054740155,0.3284090994944477,3.3209042428402245,0.03795742121324507,10.172277281185679,77.66094346586107,0.9919136070194493,3.0481920401699454,0.30422178405662903,11.619583811444745,4
9.22472090466431,0.27785725967336855,0.497141058244939,11.861497862174291,0.04316880241627806,29.480799089894273,136.6057616097264,0.9979722840002885,3.0839161826100967,0.33355288269462896,10.059701906773872,4
6.468837850684959,0.26417051897906435,0.1887959011787293,4.5140284433132765,0.04576288188310174,6.220294405869943,115.36915224491847,0.9953734047133121,3.2454546476465613,0.3547198695057195,8.588295976484963,4
8.008997566463332,0.3197652427999804,0.2667002065066852,0.9948871111306199,0.04925583418091468,10.235159619110776,87.82459120561484,0.9946202811721265,3.233731265586916,0.369760790369729,9.366309368416028,4
5.327162725848618,0.46729502912013754,0.09808506077490327,0.8855947783111076,0.03704579615958727,10.548023267019662,74.51062437055427,0.990469816794689,3.4761937939380347,0.543152510348118,11.234935574431168,4
6.182644452794107,0.2865864744018336,0.2470315543111211,12.90916528469903,0.05393382395245608,33.311256620483455,186.97256920156474,0.9978693283707091,3.2442094489228888,0.4271167020514869,8.988892234138854,4
7.945293567016909,0.6509521966320863,0.7126263983844824,17.73752266761827,0.042283314016765466,61.292491603321714,231.52100773578607,0.9998808284115311,2.920257355695755,0.6835091934069325,9.256926597539165,4
6.793376532919658,0.6250147275889872,0.048032242732572575,0.6,0.05913420783505779,25.01334353398546,130.29190514952117,0.9925414389221299,3.176728662999999,0.38836734145456137,10.132259449822797,4
7.395168583347354,0.26466454970654457,0.30816315427875546,2.637580946401391,0.014160544800404639,15.20722678627464,144.29744177877024,0.9908845014832464,3.032732458516315,0.6412307858541817,11.981708308847349,4
6.100040226382465,1.1,0.14517481365548462,4.067755788340088,0.032827597435000896,8.240889631572285,108.37207287693474,0.990742645094018,3.359844869732898,0.4752384998468871,12.292134339516593,4
6.511339522409922,0.37606724696461186,0.12331869331333536,6.076193296773812,0.05538154459350171,7.085473763956919,83.24187750545813,0.995533121076123,3.0562225070694735,0.4597943803078122,8.45905626658927,4
5.792487248944209,0.28260207259945935,0.17734281685652892,0.7146372939322191,0.05922638549318939,7.416094639967224,109.03758701292938,0.9928025724249266,3.2324604548464375,0.578238699610175,9.561369506402078,4
7.290750117777312,0.26433864453568856,0.30817179468454153,2.0414895927262333,0.01360525962654104,13.943433061167733,145.10069013207627,0.991016025664727,3.032758997597756,0.651596645930243,12.041270418637293,4
7.991399413726203,0.31778007959648175,0.2585672796778791,1.3503995053515767,0.04994097200753048,11.674286639184054,86.24958415129989,0.9943823728578213,3.248726385613612,0.3618027087742627,9.437380166385177,4
8.494869178001371,0.19581505585799147,0.3979395233506909,1.3955320701828293,0.04633141729552163,31.502857384556044,107.03571208100064,0.9918969889413577,2.994465213801862,0.35244484474300175,10.525033603441658,4
6.689552535775952,0.6426259124554632,0.31670022575036927,1.1977779131202908,0.030326655293817156,19.08611495455842,75.54773198590837,0.9892335198570631,3.165977201832737,0.5966180953430165,12.859797332652695,4
6.468851813856741,0.3276748881981244,0.7301795907739366,1.682265871199689,0.06217096061205985,6.867317960386148,146.43301914048033,0.9932217553894326,3.0835039235015,0.569113925239569,9.488287542246283,4
6.242730840327852,0.5926932144410881,0.4442805444348919,10.751425020448453,0.04991934943285205,49.87568555058613,249.21148335108242,0.9973732305394984,3.185681555483431,0.5764667910376944,9.321471054593031,4
7.493598792113862,0.2830240169550145,0.4014774642878418,11.64832043948038,0.03358991102595834,13.928391601648222,91.56068813946172,0.9963203427939242,3.007282362147537,0.463645186890609,10.795736265399377,4
9.213795789824466,0.35653338914030497,0.3969106199643518,0.8265365411113836,0.04171265216527179,15.153671161934728,61.43434379506023,0.992267619890129,2.9634338216099327,0.2789988332400885,10.449195420911616,4
6.4916677322217256,0.27907593212437654,0.2814917607364761,8.414967941901043,0.04742828001526718,52.624567992144335,208.65309868174643,0.9963972969495203,3.08176344052886,0.5394262349707203,8.908463409776843,4
6.692217664665239,0.3806226932202957,0.18499498243804802,1.268909503365416,0.04178771600843863,18.44002204835549,83.36270299840898,0.9926505800150548,3.2128193629431774,0.43546584839309177,10.071816988984033,4
6.56234978123677,0.3722096295423193,0.1834176044623244,1.0194250260494895,0.044417860801612336,21.583990450566436,84.34861741557997,0.9927651339905035,3.2151121740098083,0.44533482646349,10.15129250408997,4
6.126110179906917,0.2693499228023379,0.2507857669217026,13.037951778782404,0.05359496698056049,32.525335557289395,186.75181196803726,0.9978822053574288,3.250367067876211,0.4309486372690447,9.064118803127796,4
8.345861948592212,0.18043680859802175,0.4257568790638317,1.732141739669702,0.04669943532779886,8.856113995714583,104.65295573115498,0.99428933290467,3.052905785336655,0.6456624921837886,11.10533057397173,4
9.232540114322129,0.15976870536697774,0.4874275637225456,2.3921844145641105,0.04413254141779937,18.759923066593366,108.80742431021376,0.9950514034718506,3.102000187117266,0.5224709825329861,10.281307231833841,4
5.950827585251718,0.3934073688475575,0.00035786893132403364,1.2807818184619735,0.04169184047371133,5.481553761866009,56.11451658968942,0.9914830673791561,3.3672886063575582,0.3827253971578367,11.1856724801596,4
6.82039127413618,0.2728250354879216,0.2840035863101541,4.681911672881201,0.04636327649016865,5.069315974360842,87.69425304585901,0.9945674514565815,3.344985134737291,0.4874155619196864,10.592214661849336,4
8.584659073022442,0.16897776657184568,0.4847104988861098,8.947269496049088,0.049419763768084456,21.927178488954084,106.35846741143826,0.9947826509355899,2.880476925984407,0.3359052473767218,10.50026647176698,4
8.004050384557026,0.6651085603507757,0.7045157691561174,17.548242652506236,0.04217015657998,63.54987103928144,235.22134010664897,1.000135274032459,2.933276410787689,0.6849666810829143,9.392101372604177,4
5.904966970039081,0.6195112357982329,0.042795246628319086,0.7485476436124219,0.03221285663230272,9.736623664696285,51.316931799536675,0.990068876319724,3.1409179595422385,0.4041140990121649,10.981102217879931,4
6.401550442821894,0.5933322842353052,0.1444785877182222,4.698336344206387,0.0577353007831664,14.368244472023058,96.13866423643421,0.9950905034982701,3.370767923933034,0.3544554436439664,8.956498135888157,4
8.220824225659637,0.25481036029611703,0.4466452694311392,1.3202714761998524,0.04541657138251846,7.498658847352286,66.66127874732881,0.9942701551442483,3.138387802611957,0.6158695450872623,10.139503901693518,4
6.939051336989568,0.3800898925871759,0.2132506088485713,4.444755165828291,0.030111504984286275,10.265088032517946,98.60163954673857,0.9930647335474794,3.0001601843771444,0.8802346636788027,11.606740234867623,4
7.263869856982746,0.4074142103416772,0.6226932563946234,10.785945961764101,0.04100877815329644,69.7583770733831,189.06161464403158,0.9977004018074197,3.0731147236831986,0.4836596224301126,8.672923597756201,4
7.96607944559486,0.1551253927828128,0.29999564781079047,4.609842762049767,0.03835527652859768,35.600157151612734,170.46320672273822,0.9966316727123182,3.481495479502848,0.4365431158315669,9.04954727076367,4
6.494324676299302,0.2822606616521218,0.2545156992372946,2.0918125076925405,0.14089213481017687,9.985575163900828,113.55674390150759,0.9926241825328963,2.997651515084403,0.45115786660490087,9.923616433214853,4
7.1714179635800175,0.3206716035748564,0.46601180581292084,5.210130371417807,0.04568018501207294,17.43731827457087,67.13964268606338,0.9910295988484892,3.0251151663637397,0.4067710180849895,12.676016695610034,4
6.251520412149029,0.3723066528743095,0.16794110073136875,8.808053384693984,0.07983040862678879,50.18251663230609,212.08387375279395,0.9978450927754393,3.4713755875823575,0.6676797661665173,9.401171276224613,4
6.876596965164246,0.1906664001073854,0.5904890007498224,4.337872560902682,0.03717157772360598,5.442741505816282,121.82506916274632,0.9925983931432282,2.913133414559687,0.584198890601309,10.339826957134271,4
8.020654255955055,0.548260649306516,0.16561079654220418,7.847677211515497,0.038769969286945705,13.867437805352804,57.515577676056495,0.9954812441525663,3.0973222787801613,0.3007848258154437,9.4787348652482,4
6.941545575286058,0.5747771329555216,0.10001896829701767,8.185676296766735,0.0946491133226756,23.72793798664267,190.28794840828206,0.9973065475776147,3.4057992885994235,0.4761638365783773,9.196308564394043,4
6.859827107541194,0.30432727156324924,0.291066051029258,0.97881366447976,0.05189051940307971,23.157730045061953,188.8776646381459,0.9934286044414061,3.2909897783937905,0.5373465982869785,9.868817129654069,4
7.924371722079666,0.16570622380510835,0.2896785118715005,5.049236928425541,0.03743131647626687,36.320095019139956,172.3052601451983,0.9966176157421328,3.474482361525279,0.44056611729976153,9.037124918553015,4
7.571979317060322,0.21106675561409807,0.3468687424553113,1.5011878837835972,0.04131847023924728,5.666093126638464,108.5377230863979,0.9912909124947775,3.056213856580362,0.4542255247558531,11.35693114878901,4
6.316036308522805,0.37556079059147435,0.17098150073104232,9.267346065861199,0.07962386341832675,50.16762665141903,210.78029368434088,0.9979866985670145,3.4586134752664233,0.6548801603796934,9.294593665651867,4
8.664705363748572,0.29463737746991203,0.5986204705650896,1.826749103217136,0.04361432784569197,10.61171063268791,68.2146384864057,0.9939298855767319,3.0575327797913254,0.5727165692159637,10.791148191293738,4
9.012474038117299,0.42725531461998767,0.29482657535402707,1.6918573889509954,0.05249581479559296,6.6199475855074095,180.3236483992202,0.9952228596824608,3.1061998809125355,0.4558902693698108,9.523333923323253,4
7.366544545542331,0.2803140990515628,0.31300032115387516,2.506004249445039,0.012782265841631996,14.789345719549486,144.2819441421149,0.990870335553761,3.014568601126626,0.6479720157614036,11.994427400643378,4
7.117562661913822,0.3087112356241577,0.45656192743110546,5.139311878131666,0.040315059623179224,4.641704063547777,28.399215443224765,0.9905302093486358,3.031984356591106,0.5286671126988804,12.493747164834401,4
6.8414340262836255,0.6708327486952573,0.2972708210442226,13.011929642832678,0.2891569749458598,22.805633454204074,195.67377724241143,0.9985285738854395,3.0706771066070293,0.680851195090133,9.108089145187408,4
9.169837854069812,0.2878539559837473,0.48462724163479537,11.950426129352062,0.043210586168732135,30.159752935017192,136.33525830451484,0.997830958777639,3.0920150996938296,0.33798602275216466,10.189835866892784,4
7.089223624159605,0.5313168220178318,0.23360623284609097,1.3201944657143958,0.028561641771123716,27.070718255399616,86.7018940184786,0.9930032505181429,3.1701028579090247,0.31731996216891806,9.156737084760218,4
8.970043837000327,0.4261280843122164,0.2970931729188459,1.5531570935372405,0.04913136706336636,7.470859314870616,173.7746315208164,0.9950120251111312,3.1138791033304902,0.456505795575265,9.641596233259856,4
6.723599292931484,0.5437762691457475,0.2764162432936033,7.105835623035157,0.049687486799019125,8.216306241351166,177.96340390072982,0.9949950656706805,3.1673118652826338,0.3720502380730768,9.338080769619307,4
7.014440535806611,0.5677839855260712,0.09537784444523625,8.348148455810739,0.09253071688585045,21.92266533717745,187.40898057144133,0.9973175065726122,3.403861292774022,0.46955537562212657,9.13330093929409,4
6.923495950800328,0.3014953137174168,0.35442418928597047,4.463758400843814,0.05352260710486065,30.101724819943517,201.3786039414402,0.9950328047521378,3.4082062732094736,0.5704776996587193,10.492900491949934,4
7.976181163339469,0.23264880064088114,0.3712803439411438,9.659900867887272,0.05479732684306612,22.81203576517852,159.52372161071133,0.9980914753145758,3.3202040434086713,0.466005621950217,9.744596127520607,4
7.497844624802669,0.28744352550777597,0.26003191769783657,14.905516441358948,0.06874060775526572,45.8452114614936,176.62289933790115,0.9986994455438385,3.051484667232122,0.48111344018442476,9.176536588121143,4
6.018075425426423,0.35096388659465094,0.45958218833723774,1.17808197692146,0.03188828401763346,8.312717623492816,66.2420891341859,0.9894277201238294,3.230669401574725,0.35039222381125545,12.045245673526713,4
6.566973755733035,0.3282752059071457,0.48155498987843315,8.253792515105678,0.02529356650261242,17.602798703282197,87.34326453282445,0.991427788199208,3.219486722801423,0.7939062103784895,12.623435403265276,4
6.81328598093385,0.7267596536127627,0.1938190580150185,7.1265004799700185,0.05440676681443412,25.49351390226118,61.290685803657226,0.9934080504937904,3.112234151693688,0.27614558584069127,11.120240970585028,4
7.156511828913037,0.4068107766320416,0.6144966469297771,10.794277844688153,0.03869270518823109,69.39179272101127,190.33882989085092,0.9974389626172065,3.0894087183736496,0.48330324848097006,8.609331523850992,4
6.711611321856997,0.536946036566747,0.2760381263976256,7.170162591152303,0.0505682401701139,7.615151759319746,179.37494920011952,0.9952409051120656,3.163180890554315,0.3871296938200661,9.264627109139873,4
6.592848503967965,0.35932003740260765,0.18910656903054507,10.560034790844085,0.05884544517586587,15.881441582081637,86.85967957420615,0.9957706322789809,3.13899191930187,0.38299772787181563,9.82077231111647,4
9.113368899851938,0.2155755512745747,0.40365159525043076,2.44851752109659,0.05349473215948094,16.48185337000184,151.03821631181955,0.9955148718393844,3.0293655387044787,0.4579463557841793,9.315529172712031,4
8.120025392322244,0.6779630356716757,0.3074939554304025,2.3746814489411214,0.0473013106719069,17.19558018190886,138.3953245888521,0.9948958527181676,3.2154351574365996,0.7152268996912815,10.795605513406176,4
6.897118141370379,0.20780047918812689,0.34517789661406645,1.5049950523303353,0.04305918528382805,25.335082296568395,137.03205694833235,0.9935960988194684,3.2964825158824165,0.6013721484515712,10.075601775178304,4
6.3007714589120996,0.38802792170268974,0.1616137416380697,8.911990140653394,0.07888689270399714,50.3586815395826,214.1989400188829,0.9978035033199201,3.4727374969988274,0.6701558350254917,9.436857821406152,4
6.887224665833308,0.41423278348110104,0.219286758854443,4.685136218989379,0.03298851869655261,9.568583707527672,104.06415563890118,0.9929690295280961,2.996755895821408,0.8637699189054727,11.512185937929548,4
6.2383230796892315,0.5244048319492361,0.026372287292841863,1.2313080847879194,0.03202537242415672,5.083684347904073,81.68744577877683,0.9921831963505144,3.245725291979794,0.3421109285904631,9.463792484856464,4
5.159467989059981,0.4054262085757715,0.15320040754535286,1.7535045063746584,0.03670392889328775,11.307544036612148,43.92889030110191,0.9910406487083535,3.520239856458172,0.396260903817787,11.631524537295663,4
5.739918162780787,0.36000645784915675,0.38112614430921526,1.1046901378386762,0.036264438627756655,2.2629848008615925,76.81716083258459,0.990575077300208,3.2638589924122776,0.33653241583922966,11.360487920212346,4
8.764212029539566,0.3455738593350481,0.4799621746755201,0.855176074874016,0.03490296230157736,13.038794868723667,55.83913008126643,0.9918217225369999,2.947418852435452,0.33175710620971444,10.519019660974386,4
6.373570484036139,0.3736039403244469,0.11622548279380525,5.717726480909968,0.05740874990376314,6.017383181067178,88.21996935237847,0.9952532455654406,3.0606244733167953,0.45827735219423854,8.330247551255866,4
6.897479464662864,0.24598305642838508,0.240424442409031,3.4196257083762824,0.05508438792911647,12.363984419941456,81.76267876506671,0.9940763210511863,2.9935289051617744,0.4736013607831728,9.449865617273677,4
6.9654278945065675,0.23332525966406473,0.1712702119661514,1.0232617756206634,0.04779908121244327,9.904217848986665,61.367588180924486,0.9941655130303746,3.363206591133835,0.4733440408094021,9.991546463026335,4
7.507171183823595,0.5516171091217984,0.12485887946592245,10.630103805962523,0.09567871781878111,21.77181677843973,177.25870761757415,0.9984477711691727,3.3193674650848672,0.45567680549440176,8.97481599943168,4
8.088638630238844,0.298855741814324,0.4892799819767543,1.35693313930523,0.04242792648475615,30.015798697858653,123.3308155189746,0.9929844846873651,3.232290863610441,0.35941686487987806,10.871036799985696,4
6.505338085819716,0.27735985486014275,0.267879970958242,8.605601441334812,0.04457317091770623,54.3861710652986,209.74117056804897,0.9960857821163364,3.08158759849504,0.5411889152520596,8.927385679248234,4
6.251064834182525,0.2774683502913903,0.21653103442854857,9.69562907515589,0.03975149496809525,29.66594444778757,111.10049189850311,0.9935760022280892,3.045036782968182,0.30450801254190757,10.793014061890855,4
5.213081938930868,0.46466952609146767,0.09824702530479372,1.3713370865117533,0.035189129240717015,11.958612551659416,73.12807510903961,0.9907045445535199,3.48093593828877,0.5370340044764387,11.270607762629089,4
8.527086822686956,0.20707470746210635,0.39920487363211765,1.2382553571267205,0.04627318362384453,30.439954061057726,107.33442609357157,0.9918303968351334,2.994646309941314,0.3472661833672541,10.47609665564126,4
5.666972761558306,0.17286154681987667,0.2986913531242401,1.7853826311794556,0.03947952785856183,4.724516501199481,47.60454673563934,0.9911585239606563,3.0549504364667213,0.45317061533478625,9.970981444723767,4
6.3959058847796735,0.26377239545204745,0.19354151049967916,1.976492385875715,0.08610408182555102,21.45534196285286,194.62345704030108,0.9950638127323991,3.4908761826272268,0.6414532415422147,9.52094553745772,4
7.111634997133157,0.2083355519375506,0.271640260832345,2.5965587887381356,0.03383540332725424,23.19501089959586,108.81883267577442,0.994036815037409,3.347342671692706,0.6381286205439969,10.13436744854896,4
8.112002362134412,0.2798884595715297,0.45088077656520253,15.390237778326268,0.058510328208389445,31.420292017841305,176.13231466097037,1.0002781967013528,3.2628903490955716,0.5779033340155678,9.00766031781264,4
7.899741163321005,0.23340636558418495,0.36836646812555257,9.654879409049403,0.055124240816722306,21.67796907359401,157.1813096954338,0.9979836078367338,3.3176675048898554,0.45883038768896617,9.660919702545534,4
7.538516858423719,0.2865059200082936,0.260772697759175,14.776050093336618,0.06726356675979843,46.98395724605123,177.50151217151728,0.998001037622418,3.037364207166039,0.4991151682541036,9.18326221638023,4
9.253740179402667,0.3579870695330391,0.39607568006178573,0.6385382589470368,0.04289480472778442,14.374314018400183,61.30509455041047,0.9924331335820381,2.9603334974003768,0.2681627166927865,10.442761482074475,4
6.279612363009343,0.5265411272434152,0.030590933689895593,0.7186726620393472,0.036326859047680765,6.0255102044093904,79.91919959433514,0.9921817460457619,3.2381216693016035,0.3523946527966334,9.535324421659924,4
7.581032250222974,0.3047837662536494,0.5009235536163462,13.047935494403447,0.06166062063192289,49.637751649762556,194.13655886316653,0.9988027823233456,3.2212533520117064,0.5302140455824026,8.984741398649811,4
6.050800486285888,0.5942914351097641,0.11729179837514084,1.5191896406448588,0.050044181491250464,10.382532141285877,78.50018068879137,0.9925862888982043,3.4196316902179884,0.47849194997613176,10.396876273138847,4
6.058883940965266,0.5859975471857841,0.005721607960223015,0.6,0.037974708092493065,29.769251335631452,94.50496966147385,0.990456976706349,3.1062110502608764,0.39995349732135355,10.869744315780752,4
7.1216242666701355,0.5239564686499761,0.2426058285151228,0.6,0.026169159664272076,28.93681819306289,83.92082057376993,0.9930732831063771,3.1720080024203328,0.31623681521120284,9.081847371172124,4
7.137910537723991,0.5338835700966956,0.2333218726644955,0.9285359635657482,0.028882444891181254,29.598056470070564,85.93575115912358,0.9929759583644729,3.1598853229932,0.3237054716778007,9.138141581837603,4
7.47195377779209,0.284823792316085,0.24844173292142321,14.73110520121608,0.06674024768333653,47.36415451547236,177.7116426330556,0.998276126658429,3.0352898643417117,0.4825440041722364,9.154366448819959,4
6.911770326304728,0.38931302832836595,0.22088227403954727,3.847095153786147,0.030432081300156587,11.802253259418901,101.86461256874992,0.9931136971776955,2.9891126534983115,0.8718607218852286,11.560329503931586,4
9.254342500960139,0.19467532075688807,0.3208461200234186,1.6024624816427724,0.04907460937906713,28.121705788326075,177.14167740701106,0.9956606453539482,3.1648975611724435,0.42615291950499673,8.903878411661017,4
6.799772890519102,0.43392585837661507,0.3647871059302112,4.829395275043464,0.04826539040234105,45.42094217310117,198.73702622751742,0.9937959343411058,3.073161548303205,0.6475766968227564,10.539354019883643,4
9.184921508924134,0.28572284567544065,0.4858072451023781,12.154677189874308,0.04114778357046176,28.856902861377353,137.07523760149078,0.9977678765061354,3.117788015483486,0.3377300727765982,10.080535194561723,4
